"osm_id","amenity","house_number","road","suburb","city_district","district","state","postcode","country","iso3166"
"6454996962","CustomMed","","Belmore Road","Randwick","","","New South Wales","2031","Australia","AU-NSW"
"5110148999","Dr King","","Beacon Street","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"3877568622","Kiama Medical Practice","","Manning Street","","","","New South Wales","2533","Australia","AU-NSW"
"6899380907","Flemington Dental Care","","Pin Oak Crescent","Flemington","","","Victoria","3031","Australia","AU-VIC"
"264138355","","","Maddock Street","","","","Western Australia","6479","Australia","AU-WA"
"3382223731","Glen Waverley Dental Surgery","","High Street Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"1959940496","","48","Koobil Street","Rochedale South","Rochedale South","Greater Brisbane","Queensland","4123","Australia","AU-QLD"
"6403296362","","","William Cooper Street","Maribyrnong","","","Victoria","3011","Australia","AU-VIC"
"6092559289","McDonald's","","Dan Street","Capalaba","Capalaba","Greater Brisbane","Queensland","4161","Australia","AU-QLD"
"4405228853","","81","O'Connell Street","North Adelaide","","","South Australia","5006","Australia","AU-SA"
"3810792718","","619","Wynnum Road","Morningside","Morningside","Greater Brisbane","Queensland","4170","Australia","AU-QLD"
"2186593845","Majura Medical Centre","","Cowper Street","Dickson","","District of Canberra Central","","2602","Australia","AU-ACT"
"1279003446","Austin Hospital","145","Studley Road","Heidelberg","","","Victoria","3084","Australia","AU-VIC"
"4989531297","Yarraville Square Pharmacy","4/1","High Street","Yarraville","","","Victoria","3013","Australia","AU-VIC"
"2670838355","Amcal Pharmacy","","Allan Street","","","","Victoria","3620","Australia","AU-VIC"
"2305844738","Murrumburrah Harden District Hospital","","Swift Street","Murrumburrah","","","New South Wales","2587","Australia","AU-NSW"
"4225187046","","","Parker Street","","","","New South Wales","2550","Australia","AU-NSW"
"5977220306","Blackwood Goodlife Pharmacy","","Main Road","Blackwood","","","South Australia","5051","Australia","AU-SA"
"5222571726","Tiaro Pharmacy","","Inman Street","","Tiaro","","Queensland","","Australia","AU-QLD"
"4079338521","","","Springvale Road","Wheelers Hill","","","Victoria","3150","Australia","AU-VIC"
"883683485","","","Gorge Road","Trevallyn","","","Tasmania","7250","Australia","AU-TAS"
"6978739336","Love Dental","","Bay Street","Brighton","","","Victoria","3186","Australia","AU-VIC"
"4849472325","Cross road dental","","Cross Road","South Plympton","","","South Australia","5038","Australia","AU-SA"
"2480707579","Binnaway Community Health Centre","","Renshaw Street","","","","New South Wales","2395","Australia","AU-NSW"
"678302358","Coober Pedy Hospital","","McDougal Road","","","","South Australia","5723","Australia","AU-SA"
"3510428312","Bundaberg Post Office","155","Bourbong Street","Bundaberg Central","Bundaberg Central","","Queensland","4670","Australia","AU-QLD"
"2642677022","Brentwood Dental Surgery","","Whites Lane","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"459476485","The Long Arm Farm Cafe & Produce","133","Oberon Street","","","","New South Wales","2787","Australia","AU-NSW"
"6302384199","","2211-2215","Gold Coast Highway","","Mermaid Beach","","Queensland","4218","Australia","AU-QLD"
"2785570482","Myaree Dental & Professional Centre","84","North Lake Road","Myaree","","","Western Australia","6154","Australia","AU-WA"
"2905141155","","76","Wrights Road","Kellyville","","","New South Wales","2155","Australia","AU-NSW"
"3382223730","Kerrie Road Family Medical Centre","880","High Street Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"7816385484","","285","Victoria Street","West Melbourne","","","Victoria","3003","Australia","AU-VIC"
"1747286033","United Chemist","","Finch Street","Slade Point","Slade Point","","Queensland","","Australia","AU-QLD"
"6179650034","","","Park Street","","","","New South Wales","2548","Australia","AU-NSW"
"3942984943","Woody Point Medical Centre","","Oxley Avenue","Woody Point","Woody Point","Greater Brisbane","Queensland","4019","Australia","AU-QLD"
"4041048214","","275-277","Springvale Road","Springvale","","","Victoria","3171","Australia","AU-VIC"
"3450558245","Minchinbury Family Practice","","Minchin Drive","Minchinbury","","","New South Wales","2770","Australia","AU-NSW"
"2669348194","Gisborne Medical Centre","","Brantome Street","","","","Victoria","3437","Australia","AU-VIC"
"2161903782","","405","Princes Highway","Narre Warren","","","Victoria","3805","Australia","AU-VIC"
"4047441510","Randwick Dental Clinic","","High Street","Randwick","","","New South Wales","2031","Australia","AU-NSW"
"3010064978","Burnie GP Superclinic","","Bass Highway","Cooee","","","Tasmania","7320","Australia","AU-TAS"
"5761336884","Chemist Warehouse","","Hay Street","","Perth","","Western Australia","6000","Australia","AU-WA"
"363352322","","","","","","","New South Wales","2705","Australia","AU-NSW"
"4452567365","","108","King William Street","Adelaide","","","South Australia","5000","Australia","AU-SA"
"2722556140","","10-11","Marine Terrace","","","","Tasmania","7320","Australia","AU-TAS"
"691542207","","","Spencer Street","South Bunbury","South Bunbury","","Western Australia","6230","Australia","AU-WA"
"7862254436","","","Cumberland Way","Beldon","","","Western Australia","6027","Australia","AU-WA"
"1998048516","Balgo Clinic","","Wirri Street","","Tanami","","Western Australia","","Australia","AU-WA"
"6098293721","Just White Dental","22-26","Herbert Street","West Ryde","","","New South Wales","2114","Australia","AU-NSW"
"7022439445","","246","George Street","","","","New South Wales","2077","Australia","AU-NSW"
"7455646886","","7","Barkly Street","","","","Victoria","3820","Australia","AU-VIC"
"303448479","Montabello Pizza","","Victoria Road","","","","South Australia","5251","Australia","AU-SA"
"467575976","","","Nambour-Mapleton Road","","","","Queensland","4560","Australia","AU-QLD"
"6975735321","Albion Park Rail Family Practice","","Princes Highway","Albion Park Rail","","","New South Wales","2527","Australia","AU-NSW"
"6251197885","Green Dispensary Pharmacy","","Kensington Road","Kensington Gardens","","","South Australia","5068","Australia","AU-SA"
"6239229687","Nepean Dental","374","Bay Road","Cheltenham","","","Victoria","3192","Australia","AU-VIC"
"2382924540","Geeveston Medical Centre","19","Arve Road","","","","Tasmania","7116","Australia","AU-TAS"
"1815543239","","","Bay Road","Waverton","","","New South Wales","2060","Australia","AU-NSW"
"943472278","Sandy Bay Clinic","270","Sandy Bay Road","Sandy Bay","","","Tasmania","7005","Australia","AU-TAS"
"6180386407","","269","Barkly Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"2817280347","Triple Three Medical Centre","333","Merrylands Road","Merrylands","","","New South Wales","2160","Australia","AU-NSW"
"4614038754","Small Talk Speech Therapy","","Maitland Road","Mayfield","","","New South Wales","2304","Australia","AU-NSW"
"7007532885","Pharmacy 777","","Robinson Street","","","","Western Australia","6701","Australia","AU-WA"
"4918120958","","","Vincent Street","Leederville","","","Western Australia","6007","Australia","AU-WA"
"3285268067","","6","Lynwood Avenue","Lynwood","","","Western Australia","6147","Australia","AU-WA"
"5404682116","Rockdale Compound Pharmacy","","Princes Highway","Rockdale","","","New South Wales","2216","Australia","AU-NSW"
"1271829935","","129","Maitland Street","","","","New South Wales","2390","Australia","AU-NSW"
"5738744132","Dentists @ Coorparoo","344","Old Cleveland Road","Coorparoo","Coorparoo","Greater Brisbane","Queensland","4151","Australia","AU-QLD"
"4509652396","Urban Pharmacy","385","Little Lonsdale Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
"6938721904","Shark Bay Health Centre","53","Hughes Street","","","","Western Australia","6537","Australia","AU-WA"
"7078432777","North Epping Family Practice","","Roma Street","North Epping","","","New South Wales","2121","Australia","AU-NSW"
"2161903783","","4","Springwood Avenue","Narre Warren","","","Victoria","3805","Australia","AU-VIC"
"3704488962","Low Price Pharmacy","83","Watsonia Road","Watsonia","","","Victoria","3087","Australia","AU-VIC"
"4438466553","","41","Semaphore Road","Semaphore","","","South Australia","5019","Australia","AU-SA"
"4396978789","Numurkah District Health Service","2","C361","","","","Victoria","3636","Australia","AU-VIC"
"4300537100","","","Mackay Street","Springvale South","","","Victoria","3172","Australia","AU-VIC"
"5890093312","","14-16","Campbell Parade","Bondi Beach","","","New South Wales","2026","Australia","AU-NSW"
"3877568607","Chemist Outlet","","Nowra Lane","","","","New South Wales","2541","Australia","AU-NSW"
"4335932165","","","Johnson Path","Nathan","Nathan","Greater Brisbane","Queensland","4111","Australia","AU-QLD"
"4999152825","","850","Port Road","Woodville South","","","South Australia","5011","Australia","AU-SA"
"2037868806","Tennant Creek Hospital","","Memorial Drive","","","","","0860","Australia","AU-NT"
"1999551649","Warburton Hospital","","Fourth Street","","","","Western Australia","6431","Australia","AU-WA"
"1530387965","Goonellabah Medical Centre","616","Ballina Road","Goonellabah","","","New South Wales","2480","Australia","AU-NSW"
"5695533291","Anima Clinica","100","Russell Street","Bathurst","","","New South Wales","2795","Australia","AU-NSW"
"1999774149","Kintore Health Centre","","Yunytju Street","","","","","","Australia","AU-NT"
"5151361725","","","Manningham Road","Bulleen","","","Victoria","3105","Australia","AU-VIC"
"3301216483","Peppimenarti Health Centre","","Peppimenarti Road","","Nemarluk","","","","Australia","AU-NT"
"2494868815","Ron Dunford","","Clarinda Street","","","","New South Wales","2870","Australia","AU-NSW"
"6387022786","Lakes Family Medical Centre","25","Morayfield Road","Caboolture South","Caboolture South","Greater Brisbane","Queensland","4510","Australia","AU-QLD"
"3656183049","Glen Union Medical Centre","","Springvale Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"2037291893","Rosedale Pharmacy","","Prince Street","","Rosedale","","Victoria","3847","Australia","AU-VIC"
"6814917289","","","Victoria Street East","Burwood Council","","","New South Wales","2134","Australia","AU-NSW"
"5760922162","","50","Bankstown City Plaza","Bankstown","","","New South Wales","2200","Australia","AU-NSW"
"6355628501","Chemist Warehouse","","Fifteenth Street","","","","Victoria","3500","Australia","AU-VIC"
"5289292051","","1128","Burke Road","Balwyn North","","","Victoria","3104","Australia","AU-VIC"
"4045297894","","","Argyle Street","","","","Tasmania","7000","Australia","AU-TAS"
"6467200914","","7","Orient Street","","","","New South Wales","2783","Australia","AU-NSW"
"1017419618","","860-874","Dandenong Road","Caulfield East","","","Victoria","3144","Australia","AU-VIC"
"7706786853","","30-32","Cypress Street","","Redland Bay","Greater Brisbane","Queensland","4165","Australia","AU-QLD"
"5185578381","Kenmore Brite Dentist","","Brookfield Road","Kenmore","Kenmore","Greater Brisbane","Queensland","4069","Australia","AU-QLD"
"1072625647","","481","Macaulay Road","Kensington","","","Victoria","3031","Australia","AU-VIC"
"5585892675","Mt Druitt Medical & Dental Centre","","Jirrang Close","Mount Druitt","","","New South Wales","2770","Australia","AU-NSW"
"571469052","VIBE Pertrol","","Edgewater Drive","Edgewater","","","Western Australia","6026","Australia","AU-WA"
"5565767278","Quilpie Hospital","30","Gyrica Street","","","","Queensland","4480","Australia","AU-QLD"
"3359308421","","","Mary Pleasant Drive","Birkdale","Birkdale","Greater Brisbane","Queensland","4159","Australia","AU-QLD"
"2530633810","","189","High Road","Willetton","","","Western Australia","6155","Australia","AU-WA"
"3782937484","Georgetown Primary Health Centre","","High Street","","","","Queensland","4871","Australia","AU-QLD"
"5760922067","","106","Bankstown City Plaza","Bankstown","","","New South Wales","2200","Australia","AU-NSW"
"20979964","","19-13","O'Brien Street","Bondi Beach","","","New South Wales","2026","Australia","AU-NSW"
"6984069305","","","Clairville Road","Campbelltown City Council","","","South Australia","5074","Australia","AU-SA"
"2338749352","Dr Uday Dixit","400","Springvale Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"3416885286","","","Vermont Street","","Wodonga","","Victoria","3690","Australia","AU-VIC"
"3548937481","","","Clermont Street","","Emerald","","Queensland","4720","Australia","AU-QLD"
"2345109724","Footscray Pharmacy","","Droop Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"4030606384","Chemist Warehouse","","Galloway Drive","Mernda","","","Victoria","3754","Australia","AU-VIC"
"569864107","Ipswich Hospital","","Chelmsford Avenue","Ipswich","","","Queensland","4305","Australia","AU-QLD"
"5269011985","Eye Clinic","","Heatherton Road","Springvale","","","Victoria","3171","Australia","AU-VIC"
"7296507361","","15","Luxton Road","South Yarra","","","Victoria","3141","Australia","AU-VIC"
"6970900425","Beresfield Pharmacy","","Newton Street","Beresfield","","","New South Wales","2322","Australia","AU-NSW"
"1973313231","","17-27","Cinderella Drive","Springwood","Springwood","Greater Brisbane","Queensland","4127","Australia","AU-QLD"
"638198230","","","Village Walk","Highton","","","Victoria","3216","Australia","AU-VIC"
"4228128895","Luddenham Pharmacy","","Wilmington Road","","","","New South Wales","2745","Australia","AU-NSW"
"595923494","","15","Morrow Street","Taringa","Taringa","Greater Brisbane","Queensland","4068","Australia","AU-QLD"
"5608349154","Chemist Warehouse","","Cleveland Street","Redfern","","","New South Wales","2010","Australia","AU-NSW"
"3816680473","Total Sleep Carr","","Barolin Street","Bundaberg South","","","Queensland","","Australia","AU-QLD"
"3739087482","Beacon Cove Dental Group","105","Beach Street","Port Melbourne","","","Victoria","3207","Australia","AU-VIC"
"2494868783","Ochre Health Medical Centre Parkes","","Clarinda Street","","","","New South Wales","2870","Australia","AU-NSW"
"4796023753","Vermont Private Hospital","645-647","Burwood Highway","Vermont South","","","Victoria","3133","Australia","AU-VIC"
"4865595821","","1","Margaret Street","Sydney","","","New South Wales","2000","Australia","AU-NSW"
"6435517435","Balingup Doctors Surgery","","Jayes Road","","Balingup","","Western Australia","","Australia","AU-WA"
"4251887154","","1922","Gold Coast Highway","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"6356031292","","328-336","North Rocks Road","North Rocks","","","New South Wales","2151","Australia","AU-NSW"
"5695786106","","","Gill Street","Cranbourne","","","Victoria","3977","Australia","AU-VIC"
"5242024727","Capital Radiology","1383","Centre Road","Clayton","","","Victoria","3168","Australia","AU-VIC"
"253277559","Caring Pharmacy Huntingdale","","Lilac Place","Huntingdale","","","Western Australia","6108","Australia","AU-WA"
"3529607348","Greenwich Village Pharmacy","","Greenwich Road","Greenwich","","","New South Wales","2065","Australia","AU-NSW"
"3587834307","","1033","Old Princes Highway","Engadine","","","New South Wales","2233","Australia","AU-NSW"
"598421336","","","Charles Street","Warners Bay","","","New South Wales","2282","Australia","AU-NSW"
"5448179139","Breed Street Clinic","","Breed Street","","","","Victoria","3844","Australia","AU-VIC"
"5266731458","","","Princes Highway","Kirrawee","","","New South Wales","2232","Australia","AU-NSW"
"5303012418","","1300","Samford Road","Ferny Grove","Ferny Grove","","Queensland","4055","Australia","AU-QLD"
"1494009927","","55","Endeavour Road","Clifton Beach","Clifton Beach","","Queensland","4879","Australia","AU-QLD"
"1431531374","","","Bourke Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
"1143285452","Subway","","Little Rush Close","South Lake","","","Western Australia","6164","Australia","AU-WA"
"1936246152","Launceston City Capital Chemist","","Brisbane Street","","","","Tasmania","7250","Australia","AU-TAS"
"620493505","National Pharmacies","","Coleman Parade","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"6755041864","Bernardi's","","Georges Lane","","","","New South Wales","2871","Australia","AU-NSW"
"6084077446","Guardian","502","Main Road","Montrose","","","Tasmania","7010","Australia","AU-TAS"
"5875641863","","","Ingleburn Road","Ingleburn","","","New South Wales","2565","Australia","AU-NSW"
"1284241629","","","Margaret Street","","Toowoomba City","","Queensland","4350","Australia","AU-QLD"
"476031236","","1","Risdon Road","New Town","","","Tasmania","7008","Australia","AU-TAS"
"5406344339","","","Selwyn Street","","Beaudesert","","Queensland","4285","Australia","AU-QLD"
"1148542147","Chemmart Stirling","","Mount Barker Road","","","","South Australia","5152","Australia","AU-SA"
"7287249215","Home Town","","Allamanda Drive","Daisy Hill","Daisy Hill","Greater Brisbane","Queensland","4127","Australia","AU-QLD"
"2081268849","Ranford Medical Centre","","Jilakin Loop","Canning Vale","","","Western Australia","6155","Australia","AU-WA"
"7365588797","","38","Russell Street","South Brisbane","West End","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
"2339241638","","","Bringelly Road","Orchard Hills","","","New South Wales","2747","Australia","AU-NSW"
"5253244111","Canungra Valley Medical Centre","49","Christie Street","","Canungra","","Queensland","4275","Australia","AU-QLD"
"3751665790","Southern Forests Medical Centre","19","Brockman Street","","","","Western Australia","6258","Australia","AU-WA"
"5222791695","","","Messmate Street","Lalor","","","Victoria","3075","Australia","AU-VIC"
"6273411129","","2431","Gold Coast Highway","Mermaid Beach","Mermaid Beach","","Queensland","4218","Australia","AU-QLD"
"7550448155","","162","Musgrave Road","Red Hill","Red Hill","Greater Brisbane","Queensland","4059","Australia","AU-QLD"
"1472059242","","","Main North Road","Salisbury Plain","","","South Australia","5109","Australia","AU-SA"
"2141119881","Smith's Pharmacy","23","Padstow Parade","Padstow","","","New South Wales","2211","Australia","AU-NSW"
"309018079","","","Mawson Drive","Mawson","","","","2607","Australia","AU-ACT"
"4403957389","Australia Post","","Old Toowoomba Road","One Mile","One Mile","Greater Brisbane","Queensland","4305","Australia","AU-QLD"
"2339013953","Good price Pharmacy","","Peel Street","","Mackay","","Queensland","4740","Australia","AU-QLD"
"4998804514","Denture Clinic","53b","Woodville Road","Woodville","","","South Australia","5011","Australia","AU-SA"
"3443893871","Bank Of Queensland","","Burgess Street","","","","Tasmania","","Australia","AU-TAS"
"322726142","Chemist Warehouse","546","Gympie Road","Chermside","Kedron","Greater Brisbane","Queensland","4031","Australia","AU-QLD"
"7675858222","","302-318","Logan River Road","Holmview","Holmview","Greater Brisbane","Queensland","4207","Australia","AU-QLD"
"2339241629","","","Bringelly Road","Orchard Hills","","","New South Wales","2747","Australia","AU-NSW"
"6314959367","Kingsway Drive Medical Clinic","","Kingsway Drive","Lalor","","","Victoria","3075","Australia","AU-VIC"
"5293113244","Dorevitch Pathology","","Howard Street","","Epsom","","Victoria","3551","Australia","AU-VIC"
"1721546068","","","Gordon Street","","Mackay","","Queensland","4740","Australia","AU-QLD"
"5298897293","","229","Canley Vale Road","Canley Heights","","","New South Wales","2166","Australia","AU-NSW"
"4944005316","Rise Bay Medical Clinic","","Norwich Road","Rose Bay","","","New South Wales","2029","Australia","AU-NSW"
"2859310212","BetteHealth Naturopathic Clinic","","Hammersmith Court","","Joondalup","","Western Australia","6027","Australia","AU-WA"
"5267217029","","","Toombul Avenue","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"4714425556","Northside Gynaecology","583","Gympie Road","Kedron","Kedron","Greater Brisbane","Queensland","4031","Australia","AU-QLD"
"1909805532","","","Frankston-Dandenong Road","Carrum Downs","","","Victoria","3201","Australia","AU-VIC"
"5909001393","Epping Surgery Centre","44-46","Oxford Street","Epping","","","New South Wales","2121","Australia","AU-NSW"
"3429947159","Yaralin Health Centre","","","","","","","","Australia","AU-NT"
"1467984181","Galway Medical Centre","","Marion Road","Marleston","","","South Australia","5033","Australia","AU-SA"
"5449824575","Priceline Pharmacy","101-103","High Street","","","","Victoria","3465","Australia","AU-VIC"
"7455457850","","1","Ferndale Drive","Frankston","","","Victoria","3199","Australia","AU-VIC"
"6901961328","","74-76","Rawson Street","Epping","","","New South Wales","2121","Australia","AU-NSW"
"2622212975","Ellendale Medical Clinic","","Heatherton Road","Noble Park","","","Victoria","3174","Australia","AU-VIC"
"5371864183","","3-5","Clarence Street","","","","New South Wales","2577","Australia","AU-NSW"
"5316274737","Royal Darwin Hospital","","Florey Avenue","Tiwi","","","","0810","Australia","AU-NT"
"3296024682","No Gaps Dental","","Hunts Lane","Epping","","","New South Wales","2121","Australia","AU-NSW"
"4370355493","Palmwoods Medical Centre","1","Briggs Street","","Palmwoods","","Queensland","4555","Australia","AU-QLD"
"6033469817","","32","Leeds Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"3427856166","Wodonga West Medical Clinic","","Melrose Drive","","Wodonga","","Victoria","3690","Australia","AU-VIC"
"6302425049","","2125","Gold Coast Highway","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"4396980990","Numurkah District Health Service","2","C361","","","","Victoria","3636","Australia","AU-VIC"
"7565072384","Oakhill Doctors Medical Centre","","David Road","Castle Hill","","","New South Wales","2126","Australia","AU-NSW"
"5269011991","Heatherton Rd Dentist","","James Street","Noble Park","","","Victoria","3174","Australia","AU-VIC"
"7304074161","Toowoomba Specialist Centre","9","Scott Street","East Toowoomba","East Toowoomba","","Queensland","4250","Australia","AU-QLD"
"3490022690","Doctors @ Beaudesert","","Brisbane Street","","Beaudesert","","Queensland","4285","Australia","AU-QLD"
"5127953776","Davell Lodge","","Princes Highway Service Road","Noble Park","","","Victoria","3174","Australia","AU-VIC"
"968687616","Murrurundi Community Health Centre","","Paradise Road","","","","New South Wales","2338","Australia","AU-NSW"
"4517326090","Sunnybank Medical Center","313","Mains Road","Sunnybank","Sunnybank","","Queensland","4109","Australia","AU-QLD"
"2343283470","Wyndham Vale Health","","McGrath Road","Wyndham Vale","","","Victoria","3024","Australia","AU-VIC"
"4784302832","Chemist Warehouse","","Jetty Road","Glenelg","","","South Australia","5045","Australia","AU-SA"
"5487854354","","71","Bathurst Street","","","","Tasmania","7000","Australia","AU-TAS"
"5199446396","","24","Station Road","Indooroopilly","Indooroopilly","","Queensland","4068","Australia","AU-QLD"
"7660579464","","26","Bounty Street","Lismore","","","New South Wales","2480","Australia","AU-NSW"
"4466277337","Brighton Family & Women's Clinic","767","Nepean Highway","Brighton East","","","Victoria","3187","Australia","AU-VIC"
"2509205804","Bankwest","","Tyger Entrance","Currambine","","","Western Australia","6028","Australia","AU-WA"
"7802366170","","200","Glebe Point Road","Glebe","","","New South Wales","2037","Australia","AU-NSW"
"797217778","TerryWhite Chemmart","205","Sandy Bay Road","Sandy Bay","","","Tasmania","7005","Australia","AU-TAS"
"7100440636","Homebush Health Clinic","36","Abbotsford Road","Homebush","","","New South Wales","2140","Australia","AU-NSW"
"5195329097","Oakleigh Family Medical Centre","","Atherton Road","Oakleigh","","","Victoria","3166","Australia","AU-VIC"
"490870533","The Junction Pharmacy","","Union Street","The Junction","","","New South Wales","2291","Australia","AU-NSW"
"6385445643","Prouds Pharmacy","","Bun Pine Alley","","Norfolk Island","","","2899","Australia",""
"4102554593","Jema Clinic","3/120","Lennox Street","","","","Queensland","4650","Australia","AU-QLD"
"2079907035","","","Airlie Main Street","","Airlie Beach","","Queensland","","Australia","AU-QLD"
"4740799234","Errol Street Spinal & Sport Therapy","52","Errol Street","North Melbourne","","","Victoria","3051","Australia","AU-VIC"
"6052259546","Ascent Dentist","","Burke Lane","Kangaroo Point","Kangaroo Point","Greater Brisbane","Queensland","4169","Australia","AU-QLD"
"5242329388","Core Dental","","Caroline Springs Boulevard","Caroline Springs","","","Victoria","3023","Australia","AU-VIC"
"620248165","","","Village Walk","Highton","","","Victoria","3216","Australia","AU-VIC"
"7742048905","Maven Dental","","Merthyr Road","New Farm","New Farm","Greater Brisbane","Queensland","4005","Australia","AU-QLD"
"3230980005","","37","Smith Street","Darwin City","Darwin City","","","0800","Australia","AU-NT"
"1919766683","Jundah Primary Health Care Centre","","Hospital Road","","Jundah","","Queensland","4736","Australia","AU-QLD"
"1805736796","","","Village Drive","Idalia","Idalia","","Queensland","4812","Australia","AU-QLD"
"598419265","","","Hargrave Street","Argenton","","","New South Wales","2284","Australia","AU-NSW"
"575370019","Mulqueeny Midnight Pharmacy","416-418","High Street","Prahran","","","Victoria","3181","Australia","AU-VIC"
"3989163195","Lilydale Medical Centre","","Main Street","Lilydale","","","Victoria","3140","Australia","AU-VIC"
"2700939711","Frenchville Dentists","","Dean Street","Frenchville","Frenchville","","Queensland","4701","Australia","AU-QLD"
"4315609341","Craigie Medical & Dental Centre","","Perilya Road","Craigie","","","Western Australia","6025","Australia","AU-WA"
"2106525314","Mountain View Medical Centre","","Front Street","","Mossman","","Queensland","","Australia","AU-QLD"
"1693972437","Vegetable Creek Health Centre (Emmaville Hospital)","","Glen Innes Road","Emmaville","","","New South Wales","2371","Australia","AU-NSW"
"1455654825","Joseph Amerena Pharmacy","","Barry Street","Reservoir","","","Victoria","3073","Australia","AU-VIC"
"4844785389","","","Onkaparinga Valley Scenic Drive","","","","South Australia","5242","Australia","AU-SA"
"5694009028","","72","Old Cleveland Road","Stones Corner","Stones Corner","Greater Brisbane","Queensland","4120","Australia","AU-QLD"
"1901944954","Cooroy Central Guardian Pharmacy","","Mary River Road","","Cooroy","","Queensland","4563","Australia","AU-QLD"
"3506286625","Palms Pharmacy","35-61","Harbour Drive","Coffs Harbour","","","New South Wales","2450","Australia","AU-NSW"
"2307467990","Eden Pharmacy","","Imlay Street","","","","New South Wales","2551","Australia","AU-NSW"
"3719837790","Violet Soliman Pharmacy","41","Johnson Street","Reservoir","","","Victoria","3073","Australia","AU-VIC"
"5237774310","Hazelbrook Pharmacy","","Great Western Highway","","","","New South Wales","2779","Australia","AU-NSW"
"765595934","Silver Chain","","Mitchell Crescent","Carey Park","Carey Park","","Western Australia","6230","Australia","AU-WA"
"5665199296","Gertz Avenue Pharmacy","62","Gertz Avenue","Reservoir","","","Victoria","3073","Australia","AU-VIC"
"2504457390","","527","Tapleys Hill Road","Fulham Gardens","","","South Australia","5024","Australia","AU-SA"
"7081690024","Discount Drug Stores","","Redcliffe Parade","","Redcliffe","Greater Brisbane","Queensland","4020","Australia","AU-QLD"
"4563029941","","","Campbell Place","St Lucia","St Lucia","Greater Brisbane","Queensland","4072","Australia","AU-QLD"
"3275462638","","","Aquatic Drive","Maribyrnong","","","Victoria","3032","Australia","AU-VIC"
"6357413593","","100","Furlong Road","Cairnlea","","","Victoria","3023","Australia","AU-VIC"
"1391622062","Horsham Chemmart Pharmacy","","Bradburys Lane","","","","Victoria","3400","Australia","AU-VIC"
"7410454512","","56","Melville Road","Brunswick West","","","Victoria","3055","Australia","AU-VIC"
"3792532311","Condamine Medical Centre","","Wood Street","","","","Queensland","4370","Australia","AU-QLD"
"2160503591","Kambah Village Medical Practice","","Primmer Court","Kambah","","","","2902","Australia","AU-ACT"
"7088278000","","","Edwardes Street","Reservoir","","","Victoria","3073","Australia","AU-VIC"
"5242014100","Dental Surgery Dr. Adrian R. Freeman","","Centre Road","Clayton South","","","Victoria","3169","Australia","AU-VIC"
"7690283952","Pilbara Dental Centre","","Ashburton Court","","","","Western Australia","6754","Australia","AU-WA"
"5999588613","","21","Leeds Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"5839127337","Enmore 7 Day Pharmacy","","Enmore Road","Enmore","","","New South Wales","2042","Australia","AU-NSW"
"5151680712","","","Warra Lane","Cashmere","","Greater Brisbane","Queensland","4037","Australia","AU-QLD"
"1798889861","","31","Church Street","Brighton","","","Victoria","3186","Australia","AU-VIC"
"3745314010","Elder Street Pharmacy","","Elder Street","Lambton","","","New South Wales","2299","Australia","AU-NSW"
"4857721821","Chemist Warehouse","1609","Sturt Street","Alfredton","","","Victoria","3350","Australia","AU-VIC"
"3165728778","Piazza Dental","","Florence Street","","","","New South Wales","2077","Australia","AU-NSW"
"1875425857","","35","Main Road","Claremont","","","Tasmania","7011","Australia","AU-TAS"
"518076623","Mitchell Multipurpose Health Service","95","Ann Street","","Mitchell","","Queensland","4465","Australia","AU-QLD"
"5742721488","","196","Gladstone Road","Dutton Park","Highgate Hill","Greater Brisbane","Queensland","4072","Australia","AU-QLD"
"5385716440","Campsie Medical Practice","","Ninth Avenue","Campsie","","","New South Wales","2194","Australia","AU-NSW"
"6665453895","The Geographer Clinic","","Spencer Street","South Bunbury","South Bunbury","","Western Australia","6230","Australia","AU-WA"
"506174931","","50","Mollison Street","West End","South Brisbane","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
"359528063","Farnham Road Pharmacy","","Farnham Road","Quakers Hill","","","New South Wales","2763","Australia","AU-NSW"
"6904827670","","74-76","Rawson Street","Epping","","","New South Wales","2121","Australia","AU-NSW"
"6487929467","","201-209A","Avoca Street","Randwick","","","New South Wales","2031","Australia","AU-NSW"
"2287652996","Kaleen Family Dental Surgery","","Gwydir Square","Kaleen","","","","2617","Australia","AU-ACT"
"6821695376","The Natural Way","","Maitland Street","","","","New South Wales","2390","Australia","AU-NSW"
